date,merchant,amount,category,account
2025-09-26,BLUE BOTTLE COFFEE,-5.20,coffee,credit
2025-09-26,PANERA BREAD #601,-17.52,dining,credit
2025-09-27,THAI SPICE,-18.74,dining,credit
2025-09-27,UBER *TRIP,-17.13,transport,credit
2025-09-28,METRO TRANSIT,-2.75,transport,checking
2025-09-28,AMAZON MKTPLACE PMTS,-59.49,shopping,credit
2025-09-28,BLUE BOTTLE COFFEE,-5.73,coffee,credit
2025-09-28,WHOLE FOODS MKT,-55.24,groceries,credit
2025-09-29,BLUE BOTTLE COFFEE,-4.96,coffee,credit
2025-09-29,PANERA BREAD #601,-39.19,dining,credit
2025-09-30,METRO TRANSIT,-2.75,transport,checking
2025-09-30,TRADER JOE'S #551,-65.62,groceries,credit
2025-10-01,METRO TRANSIT,-2.75,transport,checking
2025-10-01,BLUE BOTTLE COFFEE,-5.84,coffee,credit
2025-10-02,METRO TRANSIT,-2.75,transport,checking
2025-10-02,CVS/PHARMACY #0921,-18.55,health,credit
2025-10-02,SHELL OIL 5741,-36.31,transport,credit
2025-10-02,STARBUCKS #2231,-5.59,coffee,credit
2025-10-02,UBER *TRIP,-17.76,transport,credit
2025-10-03,METRO TRANSIT,-2.75,transport,checking
2025-10-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2025-10-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2025-10-03,STARBUCKS #2231,-4.90,coffee,credit
2025-10-03,UBER *TRIP,-25.87,transport,credit
2025-10-04,CHIPOTLE 1123,-23.72,dining,credit
2025-10-04,TARGET T-1432,-46.36,shopping,credit
2025-10-05,METRO TRANSIT,-2.75,transport,checking
2025-10-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2025-10-05,THAI SPICE,-41.19,dining,credit
2025-10-06,METRO TRANSIT,-2.75,transport,checking
2025-10-06,BLUE BOTTLE COFFEE,-5.25,coffee,credit
2025-10-07,AMAZON MKTPLACE PMTS,-37.15,shopping,credit
2025-10-07,BLUE BOTTLE COFFEE,-5.81,coffee,credit
2025-10-07,NETFLIX.COM,-15.49,subscriptions,credit
2025-10-08,METRO TRANSIT,-2.75,transport,checking
2025-10-09,ACME PAYROLL,2841.50,income,checking
2025-10-09,BLUE BOTTLE COFFEE,-4.30,coffee,credit
2025-10-09,UBER *TRIP,-12.40,transport,credit
2025-10-10,COMCAST CABLE COMM,-69.99,utilities,checking
2025-10-11,METRO TRANSIT,-2.75,transport,checking
2025-10-11,PANERA BREAD #601,-23.25,dining,credit
2025-10-11,TARGET T-1432,-61.04,shopping,credit
2025-10-11,TRADER JOE'S #551,-75.70,groceries,credit
2025-10-12,SPOTIFY USA,-11.99,subscriptions,credit
2025-10-12,TRADER JOE'S #551,-71.12,groceries,credit
2025-10-12,UBER *TRIP,-16.55,transport,credit
2025-10-13,METRO TRANSIT,-2.75,transport,checking
2025-10-13,PANERA BREAD #601,-26.50,dining,credit
2025-10-13,SHELL OIL 5741,-46.73,transport,credit
2025-10-13,STARBUCKS #2231,-5.03,coffee,credit
2025-10-14,METRO TRANSIT,-2.75,transport,checking
2025-10-14,STARBUCKS #2231,-4.83,coffee,credit
2025-10-14,UBER *TRIP,-14.36,transport,credit
2025-10-15,CITY POWER & LIGHT,-95.87,utilities,checking
2025-10-15,METRO TRANSIT,-2.75,transport,checking
2025-10-15,BLUE BOTTLE COFFEE,-5.23,coffee,credit
2025-10-15,WHOLE FOODS MKT,-91.31,groceries,credit
2025-10-16,METRO TRANSIT,-2.75,transport,checking
2025-10-16,AMAZON MKTPLACE PMTS,-25.40,shopping,credit
2025-10-17,STARBUCKS #2231,-6.29,coffee,credit
2025-10-18,METRO TRANSIT,-2.75,transport,checking
2025-10-18,CHIPOTLE 1123,-19.70,dining,credit
2025-10-18,HULU 877-8244858,-7.99,subscriptions,credit
2025-10-18,TRADER JOE'S #551,-71.92,groceries,credit
2025-10-19,CHIPOTLE 1123,-16.29,dining,credit
2025-10-19,UBER *TRIP,-19.26,transport,credit
2025-10-20,METRO TRANSIT,-2.75,transport,checking
2025-10-20,METRO WATER DEPT,-30.26,utilities,checking
2025-10-20,STARBUCKS #2231,-6.09,coffee,credit
2025-10-20,THAI SPICE,-28.55,dining,credit
2025-10-21,METRO TRANSIT,-2.75,transport,checking
2025-10-21,STARBUCKS #2231,-6.52,coffee,credit
2025-10-21,TRADER JOE'S #551,-50.06,groceries,credit
2025-10-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2025-10-22,UBER *TRIP,-12.42,transport,credit
2025-10-23,ACME PAYROLL,2841.50,income,checking
2025-10-23,BLUE BOTTLE COFFEE,-5.76,coffee,credit
2025-10-24,BLUE BOTTLE COFFEE,-6.19,coffee,credit
2025-10-24,UBER *TRIP,-27.85,transport,credit
2025-10-25,METRO TRANSIT,-2.75,transport,checking
2025-10-25,SHELL OIL 5741,-39.88,transport,credit
2025-10-26,THAI SPICE,-24.96,dining,credit
2025-10-26,TRADER JOE'S #551,-98.54,groceries,credit
2025-10-27,METRO TRANSIT,-2.75,transport,checking
2025-10-28,BLUE BOTTLE COFFEE,-5.46,coffee,credit
2025-10-29,METRO TRANSIT,-2.75,transport,checking
2025-10-29,STARBUCKS #2231,-5.67,coffee,credit
2025-10-30,METRO TRANSIT,-2.75,transport,checking
2025-10-30,STARBUCKS #2231,-5.48,coffee,credit
2025-10-30,WHOLE FOODS MKT,-75.17,groceries,credit
2025-10-31,PANERA BREAD #601,-20.37,dining,credit
2025-10-31,UBER *TRIP,-14.52,transport,credit
2025-11-01,AMC THEATRES 0412,-31.87,entertainment,credit
2025-11-01,BLUE BOTTLE COFFEE,-6.86,coffee,credit
2025-11-01,PANERA BREAD #601,-26.60,dining,credit
2025-11-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2025-11-02,KROGER #412,-69.13,groceries,credit
2025-11-02,SHELL OIL 5741,-42.31,transport,credit
2025-11-03,METRO TRANSIT,-2.75,transport,checking
2025-11-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2025-11-03,BLUE BOTTLE COFFEE,-6.19,coffee,credit
2025-11-04,METRO TRANSIT,-2.75,transport,checking
2025-11-05,METRO TRANSIT,-2.75,transport,checking
2025-11-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2025-11-05,BLUE BOTTLE COFFEE,-4.39,coffee,credit
2025-11-05,TARGET T-1432,-27.99,shopping,credit
2025-11-06,METRO TRANSIT,-2.75,transport,checking
2025-11-07,ACME PAYROLL,2841.50,income,checking
2025-11-07,METRO TRANSIT,-2.75,transport,checking
2025-11-07,CHIPOTLE 1123,-19.47,dining,credit
2025-11-07,CVS/PHARMACY #0921,-31.62,health,credit
2025-11-07,NETFLIX.COM,-15.49,subscriptions,credit
2025-11-08,CHIPOTLE 1123,-22.90,dining,credit
2025-11-08,KROGER #412,-80.46,groceries,credit
2025-11-08,UBER *TRIP,-29.35,transport,credit
2025-11-09,THAI SPICE,-18.39,dining,credit
2025-11-10,COMCAST CABLE COMM,-69.99,utilities,checking
2025-11-10,METRO TRANSIT,-2.75,transport,checking
2025-11-11,METRO TRANSIT,-2.75,transport,checking
2025-11-11,SHELL OIL 5741,-43.50,transport,credit
2025-11-11,STARBUCKS #2231,-5.92,coffee,credit
2025-11-11,TARGET T-1432,-41.60,shopping,credit
2025-11-12,METRO TRANSIT,-2.75,transport,checking
2025-11-12,SPOTIFY USA,-11.99,subscriptions,credit
2025-11-12,STARBUCKS #2231,-5.92,coffee,credit
2025-11-13,METRO TRANSIT,-2.75,transport,checking
2025-11-13,AMAZON MKTPLACE PMTS,-38.74,shopping,credit
2025-11-13,THAI SPICE,-18.33,dining,credit
2025-11-13,TRADER JOE'S #551,-99.21,groceries,credit
2025-11-14,BLUE BOTTLE COFFEE,-6.42,coffee,credit
2025-11-14,KROGER #412,-79.68,groceries,credit
2025-11-15,CITY POWER & LIGHT,-125.34,utilities,checking
2025-11-15,STARBUCKS #2231,-5.31,coffee,credit
2025-11-16,METRO TRANSIT,-2.75,transport,checking
2025-11-16,CHIPOTLE 1123,-21.78,dining,credit
2025-11-17,METRO TRANSIT,-2.75,transport,checking
2025-11-17,AMAZON MKTPLACE PMTS,-27.76,shopping,credit
2025-11-17,STARBUCKS #2231,-5.67,coffee,credit
2025-11-18,HULU 877-8244858,-7.99,subscriptions,credit
2025-11-18,UBER *TRIP,-19.64,transport,credit
2025-11-19,METRO TRANSIT,-2.75,transport,checking
2025-11-19,STARBUCKS #2231,-6.09,coffee,credit
2025-11-20,METRO TRANSIT,-2.75,transport,checking
2025-11-20,METRO WATER DEPT,-45.19,utilities,checking
2025-11-21,ACME PAYROLL,2841.50,income,checking
2025-11-21,PANERA BREAD #601,-18.18,dining,credit
2025-11-22,METRO TRANSIT,-2.75,transport,checking
2025-11-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2025-11-22,PANERA BREAD #601,-34.32,dining,credit
2025-11-22,SHELL OIL 5741,-44.80,transport,credit
2025-11-22,TRADER JOE'S #551,-57.68,groceries,credit
2025-11-22,UBER *TRIP,-19.58,transport,credit
2025-11-24,METRO TRANSIT,-2.75,transport,checking
2025-11-24,BLUE BOTTLE COFFEE,-6.31,coffee,credit
2025-11-25,METRO TRANSIT,-2.75,transport,checking
2025-11-25,BLUE BOTTLE COFFEE,-5.00,coffee,credit
2025-11-25,CHIPOTLE 1123,-28.65,dining,credit
2025-11-25,UBER *TRIP,-10.74,transport,credit
2025-11-26,METRO TRANSIT,-2.75,transport,checking
2025-11-26,IKEA SEATTLE,-1023.16,shopping,credit
2025-11-26,STARBUCKS #2231,-6.60,coffee,credit
2025-11-27,METRO TRANSIT,-2.75,transport,checking
2025-11-27,STARBUCKS #2231,-7.69,coffee,credit
2025-11-27,TRADER JOE'S #551,-68.89,groceries,credit
2025-11-27,UBER *TRIP,-15.77,transport,credit
2025-11-30,METRO TRANSIT,-2.75,transport,checking
2025-11-30,KROGER #412,-52.36,groceries,credit
2025-11-30,SHELL OIL 5741,-38.05,transport,credit
2025-11-30,THAI SPICE,-30.42,dining,credit
2025-12-01,BLUE BOTTLE COFFEE,-4.75,coffee,credit
2025-12-01,CHIPOTLE 1123,-16.88,dining,credit
2025-12-01,UBER *TRIP,-13.51,transport,credit
2025-12-02,AMAZON MKTPLACE PMTS,-68.09,shopping,credit
2025-12-02,AMC THEATRES 0412,-27.33,entertainment,credit
2025-12-02,WHOLE FOODS MKT,-61.72,groceries,credit
2025-12-03,METRO TRANSIT,-2.75,transport,checking
2025-12-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2025-12-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2025-12-03,STARBUCKS #2231,-5.89,coffee,credit
2025-12-04,AMAZON MKTPLACE PMTS,-65.62,shopping,credit
2025-12-04,STARBUCKS #2231,-4.86,coffee,credit
2025-12-05,ACME PAYROLL,2841.50,income,checking
2025-12-05,METRO TRANSIT,-2.75,transport,checking
2025-12-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2025-12-05,AMAZON MKTPLACE PMTS,-117.82,shopping,credit
2025-12-05,BLUE BOTTLE COFFEE,-4.43,coffee,credit
2025-12-05,CHIPOTLE 1123,-22.29,dining,credit
2025-12-05,UBER *TRIP,-18.56,transport,credit
2025-12-06,METRO TRANSIT,-2.75,transport,checking
2025-12-06,WHOLE FOODS MKT,-80.81,groceries,credit
2025-12-07,CHIPOTLE 1123,-21.66,dining,credit
2025-12-07,NETFLIX.COM,-15.49,subscriptions,credit
2025-12-08,STARBUCKS #2231,-6.04,coffee,credit
2025-12-09,STARBUCKS #2231,-5.23,coffee,credit
2025-12-09,WHOLE FOODS MKT,-74.81,groceries,credit
2025-12-10,COMCAST CABLE COMM,-69.99,utilities,checking
2025-12-10,METRO TRANSIT,-2.75,transport,checking
2025-12-10,STARBUCKS #2231,-4.81,coffee,credit
2025-12-11,TARGET T-1432,-113.79,shopping,credit
2025-12-12,SHELL OIL 5741,-49.15,transport,credit
2025-12-12,SPOTIFY USA,-11.99,subscriptions,credit
2025-12-12,UBER *TRIP,-14.10,transport,credit
2025-12-13,METRO TRANSIT,-2.75,transport,checking
2025-12-13,WHOLE FOODS MKT,-59.02,groceries,credit
2025-12-14,METRO TRANSIT,-2.75,transport,checking
2025-12-14,AMAZON MKTPLACE PMTS,-29.72,shopping,credit
2025-12-14,PANERA BREAD #601,-17.78,dining,credit
2025-12-15,CITY POWER & LIGHT,-139.06,utilities,checking
2025-12-16,METRO TRANSIT,-2.75,transport,checking
2025-12-16,STARBUCKS #2231,-5.32,coffee,credit
2025-12-16,TARGET T-1432,-82.77,shopping,credit
2025-12-17,METRO TRANSIT,-2.75,transport,checking
2025-12-17,BLUE BOTTLE COFFEE,-6.11,coffee,credit
2025-12-17,WHOLE FOODS MKT,-69.14,groceries,credit
2025-12-18,METRO TRANSIT,-2.75,transport,checking
2025-12-18,HULU 877-8244858,-7.99,subscriptions,credit
2025-12-18,STARBUCKS #2231,-4.71,coffee,credit
2025-12-18,TARGET T-1432,-143.84,shopping,credit
2025-12-19,ACME PAYROLL,2841.50,income,checking
2025-12-19,BLUE BOTTLE COFFEE,-5.20,coffee,credit
2025-12-19,THAI SPICE,-28.58,dining,credit
2025-12-19,UBER *TRIP,-30.03,transport,credit
2025-12-20,METRO WATER DEPT,-35.68,utilities,checking
2025-12-20,PANERA BREAD #601,-19.46,dining,credit
2025-12-20,UBER *TRIP,-23.24,transport,credit
2025-12-21,METRO TRANSIT,-2.75,transport,checking
2025-12-21,WHOLE FOODS MKT,-58.42,groceries,credit
2025-12-22,METRO TRANSIT,-2.75,transport,checking
2025-12-22,BLUE BOTTLE COFFEE,-7.49,coffee,credit
2025-12-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2025-12-22,SHELL OIL 5741,-43.18,transport,credit
2025-12-23,TARGET T-1432,-118.73,shopping,credit
2025-12-23,TARGET T-1432,-48.70,shopping,credit
2025-12-24,METRO TRANSIT,-2.75,transport,checking
2025-12-25,KROGER #412,-57.70,groceries,credit
2025-12-25,STARBUCKS #2231,-5.21,coffee,credit
2025-12-26,STARBUCKS #2231,-6.60,coffee,credit
2025-12-26,THAI SPICE,-25.16,dining,credit
2025-12-26,UBER *TRIP,-11.43,transport,credit
2025-12-27,TARGET T-1432,-40.71,shopping,credit
2025-12-28,METRO TRANSIT,-2.75,transport,checking
2025-12-28,PANERA BREAD #601,-17.07,dining,credit
2025-12-29,METRO TRANSIT,-2.75,transport,checking
2025-12-29,BLUE BOTTLE COFFEE,-6.09,coffee,credit
2025-12-31,PANERA BREAD #601,-18.97,dining,credit
2026-01-01,ACME PAYROLL,2841.50,income,checking
2026-01-01,STARBUCKS #2231,-4.94,coffee,credit
2026-01-02,CVS/PHARMACY #0921,-21.71,health,credit
2026-01-02,STARBUCKS #2231,-6.05,coffee,credit
2026-01-02,THAI SPICE,-20.66,dining,credit
2026-01-02,WHOLE FOODS MKT,-89.38,groceries,credit
2026-01-03,METRO TRANSIT,-2.75,transport,checking
2026-01-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-01-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-01-03,IKEA SEATTLE,-1080.55,shopping,credit
2026-01-03,SHELL OIL 5741,-47.16,transport,credit
2026-01-04,METRO TRANSIT,-2.75,transport,checking
2026-01-04,STARBUCKS #2231,-5.87,coffee,credit
2026-01-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-01-05,BLUE BOTTLE COFFEE,-5.02,coffee,credit
2026-01-06,METRO TRANSIT,-2.75,transport,checking
2026-01-06,STARBUCKS #2231,-5.23,coffee,credit
2026-01-06,WHOLE FOODS MKT,-69.22,groceries,credit
2026-01-07,METRO TRANSIT,-2.75,transport,checking
2026-01-07,BLUE BOTTLE COFFEE,-6.60,coffee,credit
2026-01-07,CHIPOTLE 1123,-32.97,dining,credit
2026-01-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-01-08,METRO TRANSIT,-2.75,transport,checking
2026-01-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-01-11,METRO TRANSIT,-2.75,transport,checking
2026-01-11,BLUE BOTTLE COFFEE,-5.71,coffee,credit
2026-01-11,SHELL OIL 5741,-38.24,transport,credit
2026-01-11,WHOLE FOODS MKT,-54.93,groceries,credit
2026-01-12,AMAZON MKTPLACE PMTS,-30.06,shopping,credit
2026-01-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-01-12,STARBUCKS #2231,-5.10,coffee,credit
2026-01-14,METRO TRANSIT,-2.75,transport,checking
2026-01-14,STARBUCKS #2231,-4.07,coffee,credit
2026-01-15,ACME PAYROLL,2841.50,income,checking
2026-01-15,CITY POWER & LIGHT,-157.77,utilities,checking
2026-01-15,METRO TRANSIT,-2.75,transport,checking
2026-01-15,PANERA BREAD #601,-23.24,dining,credit
2026-01-15,TARGET T-1432,-110.45,shopping,credit
2026-01-16,STARBUCKS #2231,-5.79,coffee,credit
2026-01-16,WHOLE FOODS MKT,-87.23,groceries,credit
2026-01-17,AMC THEATRES 0412,-27.03,entertainment,credit
2026-01-18,METRO TRANSIT,-2.75,transport,checking
2026-01-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-01-18,STARBUCKS #2231,-5.75,coffee,credit
2026-01-19,BLUE BOTTLE COFFEE,-4.27,coffee,credit
2026-01-20,METRO WATER DEPT,-29.56,utilities,checking
2026-01-21,PANERA BREAD #601,-21.97,dining,credit
2026-01-21,STARBUCKS #2231,-5.48,coffee,credit
2026-01-21,UBER *TRIP,-39.87,transport,credit
2026-01-22,BLUE BOTTLE COFFEE,-7.40,coffee,credit
2026-01-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-01-22,SHELL OIL 5741,-39.15,transport,credit
2026-01-23,METRO TRANSIT,-2.75,transport,checking
2026-01-24,METRO TRANSIT,-2.75,transport,checking
2026-01-25,METRO TRANSIT,-2.75,transport,checking
2026-01-25,CHIPOTLE 1123,-13.76,dining,credit
2026-01-25,TRADER JOE'S #551,-65.09,groceries,credit
2026-01-26,METRO TRANSIT,-2.75,transport,checking
2026-01-26,STARBUCKS #2231,-5.45,coffee,credit
2026-01-26,THAI SPICE,-23.28,dining,credit
2026-01-27,METRO TRANSIT,-2.75,transport,checking
2026-01-27,STARBUCKS #2231,-5.44,coffee,credit
2026-01-28,AMAZON MKTPLACE PMTS,-22.32,shopping,credit
2026-01-29,METRO TRANSIT,-2.75,transport,checking
2026-01-29,STARBUCKS #2231,-5.58,coffee,credit
2026-01-30,ACME PAYROLL,2841.50,income,checking
2026-01-31,WHOLE FOODS MKT,-75.16,groceries,credit
2026-02-01,PANERA BREAD #601,-25.82,dining,credit
2026-02-02,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-02-02,SHELL OIL 5741,-41.79,transport,credit
2026-02-03,METRO TRANSIT,-2.75,transport,checking
2026-02-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-02-04,PANERA BREAD #601,-29.23,dining,credit
2026-02-04,STARBUCKS #2231,-7.74,coffee,credit
2026-02-04,WHOLE FOODS MKT,-71.42,groceries,credit
2026-02-05,METRO TRANSIT,-2.75,transport,checking
2026-02-05,PLANET FITNESS #1123,-24.99,subscriptions,checking
2026-02-06,METRO TRANSIT,-2.75,transport,checking
2026-02-07,METRO TRANSIT,-2.75,transport,checking
2026-02-07,NETFLIX.COM,-15.49,subscriptions,credit
2026-02-07,STARBUCKS #2231,-5.44,coffee,credit
2026-02-08,METRO TRANSIT,-2.75,transport,checking
2026-02-08,STARBUCKS #2231,-5.96,coffee,credit
2026-02-08,THAI SPICE,-21.21,dining,credit
